"","darkness","anger","emotional_bonds","age_started","midichlorian","dojo_id","murders"
"1463",6.5,11.9,6.5,8,1243,"dojo_55",1
"1464",8.1,10.4,10.3,8,1637,"dojo_55",4
"1465",4.6,14.9,11.6,8,1153,"dojo_55",1
"1466",3.8,11.1,11.8,8,1135,"dojo_55",2
"1467",8.7,10.6,13.1,8,1644,"dojo_55",2
"1468",6.6,13.4,13,8,1533,"dojo_55",1
"1469",7.1,9.5,14,8,1574,"dojo_55",1
"1470",5.2,11,13.6,8,1368,"dojo_55",1
"1471",2.5,8.4,8.5,8,1177,"dojo_55",0
"1472",0,4.9,12.9,8,987,"dojo_55",0
"1473",8.6,14.7,16.7,8,1447,"dojo_55",2
"1474",6.6,11.5,12.8,8,1438,"dojo_55",1
"1475",6.1,19.3,8.5,8,1070,"dojo_55",1
"1476",7.4,15.8,18.3,3,1300,"dojo_56",1
"1477",6.1,13,13.5,3,1517,"dojo_56",1
"1478",7.1,14.5,13.5,3,1541,"dojo_56",1
"1479",1.9,6.1,12.6,3,1279,"dojo_56",3
"1480",6.2,16.3,9.3,3,1373,"dojo_56",2
"1481",3.7,10.8,11.1,3,973,"dojo_56",0
"1482",7.8,17,6.3,3,1316,"dojo_56",2
"1483",3.5,10.7,12.8,3,1224,"dojo_56",0
"1484",5,11.8,14.1,3,1684,"dojo_56",1
"1485",4.9,14.3,13.2,3,1014,"dojo_56",1
"1486",2.6,12.1,12.7,3,960,"dojo_56",1
"1487",4.9,11.1,11.4,3,1226,"dojo_56",1
"1488",5.7,13.3,8.4,3,1511,"dojo_56",1
"1489",6.6,12.7,13.8,3,1242,"dojo_56",1
"1490",5.6,9.2,13.2,3,1351,"dojo_56",1
"1491",2.3,9.5,3,3,1355,"dojo_56",0
"1492",4.2,15.1,9.2,3,1180,"dojo_56",1
"1493",4.3,10.2,17.2,3,1002,"dojo_56",0
"1494",0.6,7.2,13.8,3,1064,"dojo_56",0
"1495",7.6,14.9,16.7,3,1244,"dojo_56",1
"1496",4.4,11.5,12.9,3,1179,"dojo_56",1
"1497",3.5,10.8,12.7,3,1025,"dojo_56",0
"1498",5.7,15,9.3,3,1064,"dojo_56",1
"1499",7.3,14.3,14.9,3,1435,"dojo_56",1
"1500",3.8,10.4,9.2,3,1027,"dojo_56",0
"1501",7.4,16.9,12.1,3,1380,"dojo_56",2
"1502",4.6,13.3,11.6,3,1096,"dojo_56",1
"1503",3.9,13.7,11.8,3,899,"dojo_56",1
"1504",2.7,9,8.7,12,1222,"dojo_57",0
"1505",3.3,8.7,11.5,12,1106,"dojo_57",0
"1506",3.9,10.7,9.9,12,1232,"dojo_57",2
"1507",6.4,13.1,12.8,12,1394,"dojo_57",1
"1508",3.5,10.1,15.8,12,1201,"dojo_57",1
"1509",4,11.3,11.2,12,1533,"dojo_57",1
"1510",2.2,10.4,10.7,12,1269,"dojo_57",0
"1511",3.5,12.9,10.6,12,1444,"dojo_57",1
"1512",3,15.7,9.2,12,1402,"dojo_57",1
"1513",4.1,13.7,4.8,12,1279,"dojo_57",1
"1514",1.8,7.5,13.4,12,1191,"dojo_57",0
"1515",4.5,10.1,16.1,12,1114,"dojo_57",1
"1516",0,9.5,12,12,1659,"dojo_57",0
"1517",5.1,13.5,13,12,1155,"dojo_57",2
"1518",2.5,8.1,12,12,1182,"dojo_57",1
"1519",1.9,7.7,14.5,12,1170,"dojo_57",0
"1520",3,14,6.4,12,1090,"dojo_57",1
"1521",4.1,16.4,10.7,12,1533,"dojo_57",3
"1522",3.5,11.8,12.6,12,1355,"dojo_57",1
"1523",1.6,6.7,12.1,12,1158,"dojo_57",1
"1524",2.4,12.5,8.6,12,1060,"dojo_57",0
"1525",6.2,16.1,13.4,12,1116,"dojo_57",1
"1526",5.8,15.1,10.9,12,1235,"dojo_57",1
"1527",2.4,11.3,10.9,12,1056,"dojo_57",0
"1528",2,12.8,8.9,12,1412,"dojo_57",1
"1529",3.4,14.3,10.8,12,1585,"dojo_57",3
"1530",4.9,12.1,14.3,12,750,"dojo_57",1
"1531",5,12.4,18.2,12,1262,"dojo_57",1
"1532",2.5,9.6,10.6,12,1289,"dojo_57",0
"1533",2,9.5,14.4,12,1184,"dojo_57",0
"1534",4.7,12.1,14.1,12,1324,"dojo_57",1
"1535",2.6,10.9,14.7,12,1361,"dojo_57",1
"1536",5.8,9.1,10.2,0,1449,"dojo_58",1
"1537",5.3,13.6,6.4,0,1057,"dojo_58",1
"1538",4.8,14,9.3,0,1210,"dojo_58",1
"1539",6.4,10.3,14.1,0,1261,"dojo_58",2
"1540",7.9,11.9,11,0,1406,"dojo_58",1
"1541",4.6,11.8,17.5,0,988,"dojo_58",0
"1542",4,3.9,11.7,0,1362,"dojo_58",1
"1543",8.3,15.5,14.9,0,1085,"dojo_58",1
"1544",5.7,11.1,13.8,0,1327,"dojo_58",1
"1545",7.9,12.2,12.2,0,1466,"dojo_58",1
"1546",10,15.6,12.4,0,1448,"dojo_58",2
"1547",7.9,10.1,14.7,0,1307,"dojo_58",1
"1548",5.8,8.2,15.6,0,1295,"dojo_58",2
"1549",7.7,10.5,11.6,0,1370,"dojo_58",1
"1550",4,10.5,13.6,0,1259,"dojo_58",0
"1551",3.5,11.4,11.9,0,1062,"dojo_58",0
"1552",7.1,11.1,13.9,0,1278,"dojo_58",1
"1553",8.1,13.8,18,0,1331,"dojo_58",2
"1554",4.3,8.4,9.8,0,1231,"dojo_58",0
"1555",4.3,11.4,15.7,4,1419,"dojo_59",1
"1556",4.9,13.3,7.1,4,1004,"dojo_59",1
"1557",7.2,13.5,11,4,1286,"dojo_59",1
"1558",4.1,7.6,10.7,4,1241,"dojo_59",1
"1559",0.6,8.7,8.9,4,1529,"dojo_59",0
"1560",8.8,18.6,14,4,1384,"dojo_59",3
"1561",6.7,12.7,10.9,4,1159,"dojo_59",1
"1562",6.3,13.2,11.7,4,1242,"dojo_59",1
"1563",5.5,12.6,9.3,4,1108,"dojo_59",1
"1564",4.3,12,18.6,4,1399,"dojo_59",3
"1565",5.1,11.5,19.6,4,1303,"dojo_59",1
"1566",6,10.9,8.4,4,1079,"dojo_59",1
"1567",4.6,5.6,10.3,4,1058,"dojo_59",0
"1568",3.6,7.2,12.3,4,1281,"dojo_59",0
"1569",3.8,10.7,18.8,4,1418,"dojo_59",0
"1570",8.3,16.6,11.6,4,1116,"dojo_59",2
"1571",4.6,7,19.4,4,980,"dojo_59",0
"1572",6.6,13.9,13,4,1121,"dojo_59",1
"1573",5.8,14.8,18,4,1416,"dojo_59",2
"1574",7.3,13.3,13.2,4,957,"dojo_59",1
"1575",8.4,11.8,14,4,1154,"dojo_59",1
"1576",5.8,11.3,6.2,4,1247,"dojo_59",1
"1577",6.3,14.5,10.9,4,1201,"dojo_59",2
"1578",5.7,8.9,13.8,11,1471,"dojo_60",1
"1579",2.7,11,12.3,11,890,"dojo_60",0
"1580",6.4,21.8,13.6,11,1010,"dojo_60",2
"1581",3.7,13.9,13.6,11,1360,"dojo_60",1
"1582",4.2,14.1,10,11,1231,"dojo_60",1
"1583",2.7,7.7,14.1,11,1136,"dojo_60",0
"1584",3.2,10.4,16.3,11,920,"dojo_60",0
"1585",5.9,10.9,15.5,11,1011,"dojo_60",2
"1586",4.4,8.8,13.5,11,983,"dojo_60",0
"1587",5.6,12.6,12.7,11,1075,"dojo_60",1
"1588",4.6,9.2,13.2,11,1182,"dojo_60",2
"1589",5.7,9,19.3,11,999,"dojo_60",1
"1590",5,12.6,10.7,11,953,"dojo_60",1
"1591",5.8,15.3,12.3,11,1137,"dojo_60",1
"1592",4.9,14.4,11.9,11,1293,"dojo_60",2
"1593",5.9,14.3,13.1,11,1150,"dojo_60",1
"1594",5,12.1,12.9,11,1144,"dojo_60",2
"1595",3.1,10.9,7.2,11,1389,"dojo_60",1
"1596",4.7,14.3,10,11,1038,"dojo_60",1
"1597",4.4,12.8,12.7,11,1098,"dojo_60",1
"1598",3.4,11.2,11.7,11,1161,"dojo_60",1
"1599",4,14.4,11.9,11,973,"dojo_60",2
"1600",1.1,8.6,10.7,11,1379,"dojo_60",0
"1601",2.5,17.3,5.9,11,1154,"dojo_60",2
"1602",5.1,11.6,12.4,11,1317,"dojo_60",1
"1603",3,11.1,12.6,11,1344,"dojo_60",1
"1604",4.8,13.4,9.9,11,1157,"dojo_60",2
"1605",5.3,14.3,10.3,11,718,"dojo_60",1
"1606",5.7,15.2,11.1,11,1272,"dojo_60",1
"1607",3.6,8.5,11.3,11,1337,"dojo_60",1
"1608",2.1,6.6,8.9,11,876,"dojo_60",0
"1609",4.8,11.5,18.4,11,1592,"dojo_60",2
"1610",7.6,14.7,17.3,11,1042,"dojo_60",1
"1611",3.7,10.2,10.4,11,1281,"dojo_60",1
"1612",2.2,11.9,7.2,11,971,"dojo_60",0
"1613",4.3,13.4,8.6,11,898,"dojo_60",1
"1614",5.7,15.9,13.3,11,946,"dojo_60",2
"1615",4.5,13.2,7.9,11,1559,"dojo_60",2
"1616",4.9,11.1,10.7,11,882,"dojo_60",1
"1617",1.7,5.1,7.8,11,1457,"dojo_60",0
"1618",5.7,11.6,15.2,6,969,"dojo_61",2
"1619",9.2,15.2,11.9,6,1387,"dojo_61",3
"1620",8.1,12.9,14,6,1419,"dojo_61",2
"1621",6,10.7,13.4,6,1428,"dojo_61",2
"1622",7.5,16.9,11.1,6,1237,"dojo_61",2
"1623",3.7,8.4,10,6,1286,"dojo_61",0
"1624",6.4,11.8,16.2,-1,969,"dojo_62",1
"1625",5.7,6.3,9.3,-1,1218,"dojo_62",2
"1626",5.8,9.6,12.5,-1,1186,"dojo_62",2
"1627",4.4,10.5,11.1,-1,1391,"dojo_62",1
"1628",7.5,13.4,6.2,-1,1181,"dojo_62",1
"1629",4.8,7,12.1,-1,1156,"dojo_62",0
"1630",5.5,11.5,14.6,-1,1284,"dojo_62",1
"1631",7.7,17.3,11.5,-1,1138,"dojo_62",1
"1632",6.6,9,9.9,-1,1201,"dojo_62",2
"1633",4.1,10.1,7.6,-1,1109,"dojo_62",1
"1634",7.4,14.3,10.5,-1,967,"dojo_62",1
"1635",5.6,10.2,17,-1,906,"dojo_62",0
"1636",7.4,12.3,7.9,-1,1162,"dojo_62",1
"1637",8.1,16.6,12.8,-1,1099,"dojo_62",1
"1638",5.8,10.5,11,-1,1136,"dojo_62",1
"1639",6.3,12.9,10.1,-1,1242,"dojo_62",1
"1640",8.7,14.7,2.7,-1,1062,"dojo_62",3
"1641",7,9.9,9.9,-1,1032,"dojo_62",1
"1642",7.6,14.1,10.7,-1,1397,"dojo_62",1
"1643",7.4,9.6,11.6,-1,1145,"dojo_62",1
"1644",9.1,15.8,12.4,-1,1218,"dojo_62",2
"1645",8,13.4,12.1,-1,1014,"dojo_62",2
"1646",5.4,7.2,11.2,-1,1288,"dojo_62",1
"1647",5.1,9.5,12.4,-1,1083,"dojo_62",0
"1648",5.8,11.3,10.2,-1,951,"dojo_62",1
"1649",4.5,9.6,14,-1,851,"dojo_62",1
"1650",5.6,8.3,9.8,-1,972,"dojo_62",0
"1651",2.6,8.1,17.5,-1,1007,"dojo_62",1
"1652",6.6,13.2,13.5,-1,1200,"dojo_62",1
"1653",7,17.6,11.1,5,1425,"dojo_63",2
"1654",3.5,11.4,14.2,5,1400,"dojo_63",1
"1655",8.6,15.3,12,5,1005,"dojo_63",3
"1656",6.3,12.8,13.1,5,1002,"dojo_63",1
"1657",5.1,13.4,12.3,5,1112,"dojo_63",1
"1658",6.7,17.9,10.9,5,983,"dojo_63",1
"1659",2.6,13.1,13.7,5,1628,"dojo_63",1
"1660",4.4,14.3,12.1,5,1079,"dojo_63",1
"1661",6,13.3,7.3,5,1126,"dojo_63",1
"1662",8.1,15.5,12.2,5,1049,"dojo_63",2
"1663",3.2,11,10.6,5,1390,"dojo_63",1
"1664",5.6,10,13.4,5,1026,"dojo_63",1
"1665",3.4,9.7,16.2,5,1154,"dojo_63",0
"1666",8.4,14.9,15.7,5,1249,"dojo_63",2
"1667",3.2,11.8,15,5,1426,"dojo_63",0
"1668",4,13.8,12.1,5,1251,"dojo_63",1
"1669",4.7,15.3,11.9,5,1330,"dojo_63",2
"1670",4.4,13.6,16,5,1261,"dojo_63",1
"1671",5.2,11,14,5,1264,"dojo_63",1
"1672",6.9,14.3,10,5,1043,"dojo_63",1
"1673",3.2,11.5,12.5,5,1487,"dojo_63",1
"1674",5.1,12.4,12,5,1011,"dojo_63",1
"1675",6.4,11.2,9.6,10,1491,"dojo_64",1
"1676",5.6,11.6,12.6,10,1175,"dojo_64",1
"1677",4.9,12.9,10.7,10,1020,"dojo_64",1
"1678",7,10.2,6.9,10,1319,"dojo_64",1
"1679",4.3,9.4,10.3,10,1210,"dojo_64",1
"1680",8.4,11.1,17.7,10,1413,"dojo_64",4
"1681",8.2,15.4,12.8,10,1303,"dojo_64",2
"1682",3.1,10.4,12.4,10,1017,"dojo_64",0
"1683",4.7,8.4,12.1,10,1181,"dojo_64",1
"1684",4.1,11,12.3,10,1302,"dojo_64",1
"1685",5.3,13.2,14.8,10,1152,"dojo_64",1
"1686",3.5,7.6,12.3,10,1173,"dojo_64",0
"1687",3.7,12.8,10.3,10,1114,"dojo_64",1
"1688",5.8,9.5,15.5,10,1157,"dojo_64",2
"1689",7.2,12.2,15.9,10,1276,"dojo_64",1
"1690",4.1,10,10.2,10,1139,"dojo_64",1
"1691",3.3,14.2,12.2,10,917,"dojo_64",0
"1692",9.2,13.6,17,10,1704,"dojo_64",2
"1693",4.8,7.8,9.6,10,1236,"dojo_64",1
"1694",6.4,11,13.4,10,1271,"dojo_64",1
"1695",7.4,16.6,12.8,10,1164,"dojo_64",3
"1696",5.8,10.9,13.2,10,976,"dojo_64",1
"1697",6.8,15.2,9,10,1145,"dojo_64",1
"1698",5,6.5,13.1,10,1768,"dojo_64",1
"1699",7.3,9.8,10.5,10,1306,"dojo_64",1
"1700",5.8,15.8,12.6,10,1041,"dojo_64",1
"1701",5.1,6.8,2.7,10,1517,"dojo_64",1
"1702",5.4,9,14.9,10,1174,"dojo_64",1
"1703",7.6,12.1,14.4,10,1265,"dojo_64",1
"1704",2.3,6.6,16.4,10,1018,"dojo_64",1
"1705",6.6,12.3,9.5,10,1190,"dojo_64",1
"1706",1.7,6.8,12.9,10,1143,"dojo_64",0
"1707",4.8,12.2,6.6,10,1256,"dojo_64",1
"1708",3.5,11.2,15.3,5,991,"dojo_65",0
"1709",4.5,13.8,8.2,5,1113,"dojo_65",3
"1710",4.1,5.8,10.6,5,1288,"dojo_65",0
"1711",3.6,10.3,16,5,1128,"dojo_65",0
"1712",5.6,12.1,16.7,5,1277,"dojo_65",1
"1713",5.4,14.9,12.7,5,1046,"dojo_65",1
"1714",4.8,8.3,12,5,1389,"dojo_65",1
"1715",7.4,11.1,13.9,5,1460,"dojo_65",1
"1716",3.5,9.8,16.9,5,1551,"dojo_65",1
"1717",3.7,10,18.6,5,1159,"dojo_65",0
"1718",5.3,14.6,9.7,5,1182,"dojo_65",2
"1719",6.2,13.4,8.6,5,1411,"dojo_65",1
"1720",6,16.6,11.4,5,885,"dojo_65",1
"1721",4.9,7.6,13,5,1552,"dojo_65",1
"1722",6.8,13.6,12.5,5,1231,"dojo_65",1
"1723",4.5,11.7,3.8,5,1370,"dojo_65",1
"1724",5.2,10.8,13.5,5,1363,"dojo_65",1
"1725",2.1,10.5,9.5,5,1190,"dojo_65",0
"1726",9.5,17.8,11,5,1514,"dojo_65",3
"1727",6,10.6,14.1,5,852,"dojo_65",1
"1728",6.6,12.4,9.6,5,1126,"dojo_65",1
"1729",6.7,13,11.1,5,1318,"dojo_65",1
"1730",4.7,12.3,14.4,5,1573,"dojo_65",1
"1731",6.3,15.5,12.2,5,1245,"dojo_65",1
"1732",5.7,11.8,14.3,5,1144,"dojo_65",2
"1733",5.3,13.4,13.3,5,1322,"dojo_65",1
"1734",4.1,10.8,13.5,5,1147,"dojo_65",1
"1735",4,9.9,14.7,5,1342,"dojo_65",0
"1736",5.9,15,10.3,5,1543,"dojo_65",1
"1737",5.4,13,15.5,5,1126,"dojo_65",1
"1738",7.8,15.6,19.1,5,1139,"dojo_65",1
"1739",5.4,12.2,16.1,5,1074,"dojo_65",1
"1740",7.1,13.8,8.9,5,1365,"dojo_65",2
"1741",3.6,9.9,12.8,3,1296,"dojo_66",0
"1742",2.9,6.7,10.7,3,1096,"dojo_66",0
"1743",6.8,12.1,15,3,1138,"dojo_66",1
"1744",5.1,13.2,12,3,1227,"dojo_66",1
"1745",5.7,13,14.1,3,1207,"dojo_66",1
"1746",3.8,11,9.4,3,1236,"dojo_66",0
"1747",4.6,8.5,11.4,3,1392,"dojo_66",1
"1748",3.4,9.6,10.8,3,1208,"dojo_66",0
"1749",5.4,13.8,13.7,3,1197,"dojo_66",1
"1750",3,7.3,10.2,3,1293,"dojo_66",0
"1751",4.8,8.3,10.7,3,1375,"dojo_66",1
"1752",7.9,16,13.8,6,1253,"dojo_67",2
"1753",2.9,7.9,10.1,6,1366,"dojo_67",0
"1754",8.2,14.3,15,6,1489,"dojo_67",4
"1755",5.5,10.2,7.9,6,1024,"dojo_67",1
"1756",4.6,11.9,12.4,6,1129,"dojo_67",1
"1757",5,13.7,6,6,1078,"dojo_67",1
"1758",3.4,4,12.4,6,1530,"dojo_67",0
"1759",5.2,10.9,14.7,6,1110,"dojo_67",1
"1760",5.4,12.7,9.1,6,1385,"dojo_67",1
"1761",6.7,15.5,14.1,6,1242,"dojo_67",1
"1762",4,8.4,14.4,6,1100,"dojo_67",0
"1763",5.2,13.3,11.4,6,1289,"dojo_67",1
"1764",5.3,11.9,13.4,6,1257,"dojo_67",2
"1765",5.4,10.2,9.9,6,1572,"dojo_67",1
"1766",8.1,16.9,10.1,6,1570,"dojo_67",2
"1767",5.8,17.2,7.7,6,996,"dojo_67",1
"1768",6,14,13.5,6,1346,"dojo_67",1
"1769",5.2,12.3,8.2,6,1403,"dojo_67",1
"1770",6.2,13.6,9.5,6,1282,"dojo_67",2
"1771",5.3,13.7,18.2,6,1165,"dojo_67",2
"1772",5.1,14.2,9.2,6,1141,"dojo_67",1
"1773",7.2,14.9,14.6,6,1310,"dojo_67",2
"1774",4.2,11.6,14.3,6,1345,"dojo_67",1
"1775",5.3,12,9.1,6,1118,"dojo_68",1
"1776",3.5,9.4,12.5,6,1048,"dojo_68",1
"1777",5.7,16.7,11.3,6,1127,"dojo_68",1
"1778",2,9.5,16.6,6,1174,"dojo_68",0
"1779",1.2,8.5,13.3,6,1343,"dojo_68",0
"1780",6.3,14.3,11.3,6,1344,"dojo_68",1
"1781",7.4,14.5,12.3,6,1144,"dojo_68",2
"1782",2.5,10.5,6.8,6,1031,"dojo_68",0
"1783",7.3,16.2,17,6,876,"dojo_68",1
"1784",5,12.2,14.1,6,1109,"dojo_68",2
"1785",4.3,11.5,9.7,6,1246,"dojo_68",1
"1786",5.4,15.5,6.2,6,1251,"dojo_68",1
"1787",5.4,7.8,8.2,6,1383,"dojo_68",2
"1788",5,11.9,12.9,6,1083,"dojo_68",1
"1789",2.2,9,13.3,6,1305,"dojo_68",0
"1790",4.5,11.5,9.6,6,1237,"dojo_68",1
"1791",4.6,10.5,11.1,6,887,"dojo_68",1
"1792",2.8,13,12.1,6,1187,"dojo_68",0
"1793",7.1,16.4,14.9,6,1043,"dojo_68",2
"1794",2.7,7.7,13.1,6,1091,"dojo_68",0
"1795",2.9,12.7,12.6,6,1268,"dojo_68",0
"1796",4.6,10,13.2,6,1010,"dojo_68",0
"1797",4.2,8.3,10.4,6,1464,"dojo_68",3
"1798",5.9,15.9,13.9,6,1365,"dojo_68",1
"1799",4.5,10.2,12.3,6,1180,"dojo_68",1
"1800",4.5,11.5,11.4,6,1228,"dojo_68",1
"1801",4.6,11.8,16.1,6,1477,"dojo_68",2
"1802",4.8,12.9,11.1,6,1151,"dojo_68",1
"1803",5.4,9.9,11.2,6,1114,"dojo_68",1
"1804",4.3,9.9,9,6,1206,"dojo_69",3
"1805",5.6,17.8,11.1,6,940,"dojo_69",1
"1806",6.1,13,16.2,6,1084,"dojo_69",1
"1807",5.2,10.3,16.4,6,1171,"dojo_69",2
"1808",5.9,11.3,6.5,6,1238,"dojo_69",1
"1809",5.5,7.8,12.9,6,1298,"dojo_69",2
"1810",3.7,12,5.5,6,935,"dojo_69",0
"1811",6.9,11.8,16.4,6,1643,"dojo_69",2
"1812",6.8,12,17.9,6,1412,"dojo_69",1
"1813",5.4,14.6,14.3,6,1219,"dojo_69",1
"1814",4.9,11.6,11.9,6,1222,"dojo_69",1
"1815",6.1,10.1,14.5,6,1318,"dojo_69",1
"1816",4.6,14.8,12.5,6,1171,"dojo_69",1
"1817",3.5,13.5,8,6,1389,"dojo_69",1
"1818",3.2,11.3,12.4,6,840,"dojo_69",0
"1819",5.1,6.2,14.5,6,1061,"dojo_69",0
"1820",4.6,14.2,10.9,6,1423,"dojo_69",1
"1821",5.5,14,10.4,6,1324,"dojo_69",2
"1822",3.7,12.9,10.1,6,1063,"dojo_69",1
"1823",4.5,13.9,6.9,6,1104,"dojo_69",1
"1824",6.5,16.2,13.6,6,1126,"dojo_69",1
"1825",3.7,12.2,10.3,6,1251,"dojo_69",1
"1826",3.2,13.7,10.1,6,951,"dojo_69",0
"1827",4.9,12.1,13.7,6,1395,"dojo_69",1
"1828",3.4,14.5,9.2,6,1096,"dojo_69",1
"1829",7.9,15.7,16.5,6,1456,"dojo_69",3
"1830",6.4,11.8,9.5,6,1596,"dojo_69",1
"1831",7.2,11.6,15.7,6,1393,"dojo_69",1
"1832",4.4,15.9,11.5,6,965,"dojo_69",1
"1833",6.8,16.9,16.3,6,1242,"dojo_69",1
"1834",8.6,13.2,13.4,6,1427,"dojo_69",2
"1835",8.8,16.1,10.4,10,1612,"dojo_70",2
"1836",2.1,11.3,11.4,10,1043,"dojo_70",0
"1837",2.2,15.7,6.5,10,706,"dojo_70",0
"1838",8.2,17.8,10,10,1432,"dojo_70",3
"1839",0.5,5.6,14.6,10,1140,"dojo_70",0
"1840",6.1,19.6,16.6,10,839,"dojo_70",2
"1841",2.1,10.7,16.1,10,1186,"dojo_70",0
"1842",1.1,8.5,14.1,10,1126,"dojo_70",0
"1843",4,14.8,13.4,10,963,"dojo_70",2
"1844",5.8,13.6,11.4,10,1234,"dojo_70",1
"1845",1.2,13.2,10.7,10,731,"dojo_70",0
"1846",6.1,13.7,12.5,10,1228,"dojo_70",1
"1847",2.7,13.1,15.6,10,1015,"dojo_70",0
"1848",5.3,11.9,10.1,10,1141,"dojo_70",1
"1849",2,9.5,7.4,10,1090,"dojo_70",0
"1850",5.1,14.4,14.5,10,1412,"dojo_70",1
"1851",6.1,16.6,11.7,10,1086,"dojo_70",1
"1852",4.1,12.2,12.7,10,1338,"dojo_70",1
"1853",3.1,11.6,14.9,10,1215,"dojo_70",2
"1854",5,12.2,15,10,1146,"dojo_70",2
"1855",3.5,11,9.1,10,1287,"dojo_70",2
"1856",5.9,11.4,8,10,1363,"dojo_70",2
"1857",3.9,15.4,9.7,10,1095,"dojo_70",3
"1858",5.8,11.7,11.2,10,1311,"dojo_70",1
"1859",8,16.8,15.5,10,1390,"dojo_70",2
"1860",1.2,10.5,9.7,10,1025,"dojo_70",0
"1861",0.9,11,9.8,10,1059,"dojo_70",0
"1862",0.8,10.9,12.8,10,1113,"dojo_70",0
"1863",7.1,18.2,8.5,10,1240,"dojo_70",2
"1864",4.3,10.3,11.9,10,1502,"dojo_70",1
"1865",8.8,14.1,13.5,0,1178,"dojo_71",3
"1866",6.5,13.9,12,0,1262,"dojo_71",1
"1867",8,15.4,13.2,0,1274,"dojo_71",1
"1868",7.1,10.9,18.7,0,1202,"dojo_71",1
"1869",6.8,9.3,8.6,0,848,"dojo_71",1
"1870",7.6,11.4,6.2,0,1194,"dojo_71",1
"1871",5.6,8.6,12.7,0,1007,"dojo_71",0
"1872",4.3,8,13.7,0,1088,"dojo_71",0
"1873",3.5,7.9,17.5,0,1273,"dojo_71",0
"1874",4.9,11.5,12.1,0,1365,"dojo_71",1
"1875",6.8,10.9,13.5,0,1141,"dojo_71",1
"1876",7.5,12.4,11.9,0,1022,"dojo_71",1
"1877",10.5,16.7,17.5,0,1420,"dojo_71",3
"1878",4.8,11,10.9,0,1406,"dojo_71",1
"1879",4,6.9,12.6,0,1292,"dojo_71",0
"1880",6,12,8.7,0,1177,"dojo_71",1
"1881",11,12.7,16,0,851,"dojo_71",2
"1882",10.4,15.8,11.7,0,1085,"dojo_71",3
"1883",7,10.8,16.9,0,892,"dojo_71",2
"1884",11.3,18.9,12.8,0,1328,"dojo_71",3
"1885",7.8,9.8,14,0,955,"dojo_71",1
"1886",4.3,10.5,12,0,1397,"dojo_71",2
"1887",9.3,13.6,10.3,0,830,"dojo_71",3
"1888",8.6,12.9,14.9,0,954,"dojo_71",1
"1889",3.9,5.9,13.5,0,1139,"dojo_71",0
"1890",7,13.2,9.8,0,1390,"dojo_71",1
"1891",7,19.1,2.8,0,1656,"dojo_71",2
"1892",6.3,8.4,7.6,0,1343,"dojo_71",2
"1893",8.6,15.1,10.6,0,1187,"dojo_71",2
"1894",8.3,14.1,16.9,0,1228,"dojo_71",1
"1895",7.5,14.7,10.4,0,1161,"dojo_71",1
"1896",7,10.3,13.7,0,1075,"dojo_71",2
"1897",7.1,12.9,18,0,1342,"dojo_71",3
"1898",7.4,12.5,6.3,0,1217,"dojo_71",1
"1899",5,11.3,10.2,0,1325,"dojo_71",1
"1900",6.3,11.6,13.2,0,1599,"dojo_71",1
"1901",4.8,11.7,13.1,0,1148,"dojo_71",0
"1902",9.4,15.9,15.3,4,1412,"dojo_72",2
"1903",7.1,11.4,16.7,4,1098,"dojo_72",1
"1904",7.2,17.7,7.7,4,1467,"dojo_72",2
"1905",7.6,15.4,11.9,4,1065,"dojo_72",1
"1906",6.2,14.7,12.2,4,1061,"dojo_72",1
"1907",4.1,9,11.6,4,1076,"dojo_72",0
"1908",6.4,12.4,13.1,4,1235,"dojo_72",1
"1909",7.9,15,11.3,4,1647,"dojo_72",2
"1910",5.8,15,9,4,1260,"dojo_72",1
"1911",5.5,12.6,9,4,1118,"dojo_72",1
"1912",3.6,9.4,8.5,4,1120,"dojo_72",0
"1913",5.4,15.8,13.4,4,967,"dojo_72",1
"1914",8.6,15.2,15.8,4,1586,"dojo_72",3
"1915",6.9,13.5,14.8,4,1196,"dojo_72",1
"1916",7.9,15.1,11.8,4,1288,"dojo_72",3
"1917",8.1,14.6,14.8,4,1061,"dojo_72",1
"1918",8.7,16.5,14.1,4,918,"dojo_72",2
"1919",4.5,9.4,9.6,4,1212,"dojo_72",2
"1920",4.9,14.5,11.1,4,1317,"dojo_72",2
"1921",4.7,11.7,8.3,4,1200,"dojo_72",1
"1922",5.8,11.8,15.1,4,1341,"dojo_72",1
"1923",5.2,15.3,12.6,4,1219,"dojo_72",1
"1924",5.4,13.3,6.8,4,1244,"dojo_72",1
"1925",6.1,9.5,13.4,4,1225,"dojo_72",1
"1926",4.2,8.8,10.3,4,1312,"dojo_72",1
"1927",4.9,11.3,10.9,4,1036,"dojo_72",1
"1928",4.5,10.6,11.7,4,1024,"dojo_72",0
"1929",5.7,7.7,10.9,4,1418,"dojo_72",1
"1930",5.5,10.2,12.4,4,1283,"dojo_72",2
"1931",2.5,7.2,12.4,4,1298,"dojo_73",0
"1932",5.6,11.7,10.4,4,1328,"dojo_73",1
"1933",5.7,11.1,13,4,944,"dojo_73",1
"1934",2.1,11.5,11.2,4,1152,"dojo_73",0
"1935",5.4,11.5,18.1,4,1032,"dojo_73",1
"1936",4.9,11.1,16.1,4,1055,"dojo_73",0
"1937",4.5,15.9,9.8,4,1247,"dojo_73",1
